'Mother Lode' of Mathematical Identities Discovered (Discover Magazine),http://news.feedzilla.com/en_us/stories/science/409395228?client_source=api&format=json,"Mathematicians unlock numerical secrets behind the Rogers-Ramanujan
identities.

"
10 Mobile Apps That Deliver Advice and Therapy (Scientific American),http://news.feedzilla.com/en_us/stories/science/409468840?client_source=api&format=json,"Mobile apps help you manage your mental health


-- Read more on ScientificAmerican.com

"
45-Year Physics Mystery Shows a Path To Quantum Transistors,http://rss.slashdot.org/~r/Slashdot/slashdot/~3/vkLAsjPBNe4/story01.htm,"New submitter cyberspittle sends this research report from the University of Michigan: An odd, iridescent material that's puzzled physicists for decades turns out to be an exotic state of matter that could open a new path to quantum computers and other next-generation electronics. ... The researchers provide the first direct evidence that samarium hexaboride, abbreviated SmB6, is a topological insulator (abstract). Topological insulators are, to physicists, an exciting class of solids that conduct electricity like a metal across their surface, but block the flow of current like rubber through their interior. They behave in this two-faced way despite that their chemical composition is the same throughout. ... This deeper understanding of samarium hexaboride raises the possibility that engineers might one day route the flow of electric current in quantum computers like they do on silicon in conventional electronics.<p><div class=""share_submission"" style=""position:relative;""> <a class=""slashpop"" href=""http://twitter.com/home?status=45-Year+Physics+Mystery+Shows+a+Path+To+Quantum+Transistors%3A+http%3A%2F%2Fbit.ly%2F1wfadeQ""><img src=""http://a.fsdn.com/sd/twitter_icon_large.png""></a> <a class=""slashpop"" href=""http://www.facebook.com/sharer.php?u=http%3A%2F%2Fscience.slashdot.org%2Fstory%2F14%2F12%2F07%2F0357247%2F45-year-physics-mystery-shows-a-path-to-quantum-transistors%3Futm_source%3Dslashdot%26utm_medium%3Dfacebook""><img src=""http://a.fsdn.com/sd/facebook_icon_large.png""></a> <a class=""nobg"" href=""http://plus.google.com/share?url=http://science.slashdot.org/story/14/12/07/0357247/45-year-physics-mystery-shows-a-path-to-quantum-transistors?utm_source=slashdot&amp;utm_medium=googleplus"" onclick=""javascript:window.open(this.href,'', 'menubar=no,toolbar=no,resizable=yes,scrollbars=yes,height=600,width=600');return false;""><img src=""http://www.gstatic.com/images/icons/gplus-16.png"" alt=""Share on Google+""/></a> </div></p><p><a href=""http://science.slashdot.org/story/14/12/07/0357247/45-year-physics-mystery-shows-a-path-to-quantum-transistors?utm_source=rss1.0moreanon&amp;utm_medium=feed"">Read more of this story</a> at Slashdot.</p><iframe src=""http://slashdot.org/slashdot-it.pl?op=discuss&amp;id=6317639&amp;smallembed=1"" style=""height: 300px; width: 100%; border: none;""></iframe><img width='1' height='1' src='http://slashdot.feedsportal.com/c/35028/f/647410/s/4131bd14/sc/30/mf.gif' border='0'/><br clear='all'/><br/><br/><a href=""http://da.feedsportal.com/r/214612487755/u/0/f/647410/c/35028/s/4131bd14/sc/30/rc/1/rc.htm"" rel=""nofollow""><img src=""http://da.feedsportal.com/r/214612487755/u/0/f/647410/c/35028/s/4131bd14/sc/30/rc/1/rc.img"" border=""0""/></a><br/><a href=""http://da.feedsportal.com/r/214612487755/u/0/f/647410/c/35028/s/4131bd14/sc/30/rc/2/rc.htm"" rel=""nofollow""><img src=""http://da.feedsportal.com/r/214612487755/u/0/f/647410/c/35028/s/4131bd14/sc/30/rc/2/rc.img"" border=""0""/></a><br/><a href=""http://da.feedsportal.com/r/214612487755/u/0/f/647410/c/35028/s/4131bd14/sc/30/rc/3/rc.htm"" rel=""nofollow""><img src=""http://da.feedsportal.com/r/214612487755/u/0/f/647410/c/35028/s/4131bd14/sc/30/rc/3/rc.img"" border=""0""/></a><br/><br/><a href=""http://da.feedsportal.com/r/214612487755/u/0/f/647410/c/35028/s/4131bd14/sc/30/a2.htm""><img src=""http://da.feedsportal.com/r/214612487755/u/0/f/647410/c/35028/s/4131bd14/sc/30/a2.img"" border=""0""/></a><img width=""1"" height=""1"" src=""http://pi.feedsportal.com/r/214612487755/u/0/f/647410/c/35028/s/4131bd14/sc/30/a2t.img"" border=""0""/><img src=""//feeds.feedburner.com/~r/Slashdot/slashdot/~4/vkLAsjPBNe4"" height=""1"" width=""1"" alt=""""/>"
A Case Against Further Government Spectrum Auctions,http://rss.slashdot.org/~r/Slashdot/slashdot/~3/E_HWrobmAcM/story01.htm,"dkatana points out an article arguing that the governments should stop further auctions of 4G spectrum because it reduces infrastructure investment from carriers and makes net neutrality more difficult to regulate. Quoting: The FCC recently raised more than $34 billion for six blocks of airwaves, totaling 65 megahertz of the electromagnetic spectrum. This is good news for the treasury coffers, but government auctions threaten the ability of the FCC and similar agencies to manage the spectrum, impose net neutrality rules, and allow new businesses to compete. Carriers and internet companies who won the auction might believe the spectrum is theirs to do as they please, blocking access or charging huge fees to others. Issues such as speed throttling and preferential access come to mind. If governments insist in auctions of the newly available frequencies, it could hurt the industry and potentially destroy any possibility of negotiating universal access and net neutrality.<p><div class=""share_submission"" style=""position:relative;""> <a class=""slashpop"" href=""http://twitter.com/home?status=A+Case+Against+Further+Government+Spectrum+Auctions%3A+http%3A%2F%2Fbit.ly%2F1IhgdXO""><img src=""http://a.fsdn.com/sd/twitter_icon_large.png""></a> <a class=""slashpop"" href=""http://www.facebook.com/sharer.php?u=http%3A%2F%2Fmobile.slashdot.org%2Fstory%2F14%2F12%2F06%2F2230201%2Fa-case-against-further-government-spectrum-auctions%3Futm_source%3Dslashdot%26utm_medium%3Dfacebook""><img src=""http://a.fsdn.com/sd/facebook_icon_large.png""></a> <a class=""nobg"" href=""http://plus.google.com/share?url=http://mobile.slashdot.org/story/14/12/06/2230201/a-case-against-further-government-spectrum-auctions?utm_source=slashdot&amp;utm_medium=googleplus"" onclick=""javascript:window.open(this.href,'', 'menubar=no,toolbar=no,resizable=yes,scrollbars=yes,height=600,width=600');return false;""><img src=""http://www.gstatic.com/images/icons/gplus-16.png"" alt=""Share on Google+""/></a> </div></p><p><a href=""http://mobile.slashdot.org/story/14/12/06/2230201/a-case-against-further-government-spectrum-auctions?utm_source=rss1.0moreanon&amp;utm_medium=feed"">Read more of this story</a> at Slashdot.</p><iframe src=""http://slashdot.org/slashdot-it.pl?op=discuss&amp;id=6316197&amp;smallembed=1"" style=""height: 300px; width: 100%; border: none;""></iframe><img width='1' height='1' src='http://slashdot.feedsportal.com/c/35028/f/647410/s/4130a1bf/sc/46/mf.gif' border='0'/><br clear='all'/><br/><br/><a href=""http://da.feedsportal.com/r/214612478357/u/0/f/647410/c/35028/s/4130a1bf/sc/46/rc/1/rc.htm"" rel=""nofollow""><img src=""http://da.feedsportal.com/r/214612478357/u/0/f/647410/c/35028/s/4130a1bf/sc/46/rc/1/rc.img"" border=""0""/></a><br/><a href=""http://da.feedsportal.com/r/214612478357/u/0/f/647410/c/35028/s/4130a1bf/sc/46/rc/2/rc.htm"" rel=""nofollow""><img src=""http://da.feedsportal.com/r/214612478357/u/0/f/647410/c/35028/s/4130a1bf/sc/46/rc/2/rc.img"" border=""0""/></a><br/><a href=""http://da.feedsportal.com/r/214612478357/u/0/f/647410/c/35028/s/4130a1bf/sc/46/rc/3/rc.htm"" rel=""nofollow""><img src=""http://da.feedsportal.com/r/214612478357/u/0/f/647410/c/35028/s/4130a1bf/sc/46/rc/3/rc.img"" border=""0""/></a><br/><br/><a href=""http://da.feedsportal.com/r/214612478357/u/0/f/647410/c/35028/s/4130a1bf/sc/46/a2.htm""><img src=""http://da.feedsportal.com/r/214612478357/u/0/f/647410/c/35028/s/4130a1bf/sc/46/a2.img"" border=""0""/></a><img width=""1"" height=""1"" src=""http://pi.feedsportal.com/r/214612478357/u/0/f/647410/c/35028/s/4130a1bf/sc/46/a2t.img"" border=""0""/><img src=""//feeds.feedburner.com/~r/Slashdot/slashdot/~4/E_HWrobmAcM"" height=""1"" width=""1"" alt=""""/>"
A Common Logic To Seeing Cats and the Cosmos,http://rss.slashdot.org/~r/Slashdot/slashdot/~3/i2mUvApiSLY/story01.htm,"An anonymous reader sends this excerpt from Quanta Magazine: ""Using the latest deep-learning protocols, computer models consisting of networks of artificial neurons are becoming increasingly adept at image, speech and pattern recognition &mdash; core technologies in robotic personal assistants, complex data analysis and self-driving cars. But for all their progress training computers to pick out salient features from other, irrelevant bits of data, researchers have never fully understood why the algorithms or biological learning work. Now, two physicists have shown that one form of deep learning works exactly like one of the most important and ubiquitous mathematical techniques in physics, a procedure for calculating the large-scale behavior of physical systems such as elementary particles, fluids and the cosmos. The new work, completed by Pankaj Mehta of Boston University and David Schwab of Northwestern University, demonstrates that a statistical technique called ""renormalization,"" which allows physicists to accurately describe systems without knowing the exact state of all their component parts, also enables the artificial neural networks to categorize data as, say, ""a cat"" regardless of its color, size or posture in a given video. ""They actually wrote down on paper, with exact proofs, something that people only dreamed existed,"" said Ilya Nemenman, a biophysicist at Emory University.<p><div class=""share_submission"" style=""position:relative;""> <a class=""slashpop"" href=""http://twitter.com/home?status=A+Common+Logic+To+Seeing+Cats+and+the+Cosmos%3A+http%3A%2F%2Fbit.ly%2F12x5lDS""><img src=""http://a.fsdn.com/sd/twitter_icon_large.png""></a> <a class=""slashpop"" href=""http://www.facebook.com/sharer.php?u=http%3A%2F%2Fscience.slashdot.org%2Fstory%2F14%2F12%2F06%2F1937257%2Fa-common-logic-to-seeing-cats-and-the-cosmos%3Futm_source%3Dslashdot%26utm_medium%3Dfacebook""><img src=""http://a.fsdn.com/sd/facebook_icon_large.png""></a> <a class=""nobg"" href=""http://plus.google.com/share?url=http://science.slashdot.org/story/14/12/06/1937257/a-common-logic-to-seeing-cats-and-the-cosmos?utm_source=slashdot&amp;utm_medium=googleplus"" onclick=""javascript:window.open(this.href,'', 'menubar=no,toolbar=no,resizable=yes,scrollbars=yes,height=600,width=600');return false;""><img src=""http://www.gstatic.com/images/icons/gplus-16.png"" alt=""Share on Google+""/></a> </div></p><p><a href=""http://science.slashdot.org/story/14/12/06/1937257/a-common-logic-to-seeing-cats-and-the-cosmos?utm_source=rss1.0moreanon&amp;utm_medium=feed"">Read more of this story</a> at Slashdot.</p><iframe src=""http://slashdot.org/slashdot-it.pl?op=discuss&amp;id=6315347&amp;smallembed=1"" style=""height: 300px; width: 100%; border: none;""></iframe><img width='1' height='1' src='http://slashdot.feedsportal.com/c/35028/f/647410/s/41307f75/sc/4/mf.gif' border='0'/><br clear='all'/><br/><br/><a href=""http://da.feedsportal.com/r/214612460266/u/0/f/647410/c/35028/s/41307f75/sc/4/rc/1/rc.htm"" rel=""nofollow""><img src=""http://da.feedsportal.com/r/214612460266/u/0/f/647410/c/35028/s/41307f75/sc/4/rc/1/rc.img"" border=""0""/></a><br/><a href=""http://da.feedsportal.com/r/214612460266/u/0/f/647410/c/35028/s/41307f75/sc/4/rc/2/rc.htm"" rel=""nofollow""><img src=""http://da.feedsportal.com/r/214612460266/u/0/f/647410/c/35028/s/41307f75/sc/4/rc/2/rc.img"" border=""0""/></a><br/><a href=""http://da.feedsportal.com/r/214612460266/u/0/f/647410/c/35028/s/41307f75/sc/4/rc/3/rc.htm"" rel=""nofollow""><img src=""http://da.feedsportal.com/r/214612460266/u/0/f/647410/c/35028/s/41307f75/sc/4/rc/3/rc.img"" border=""0""/></a><br/><br/><a href=""http://da.feedsportal.com/r/214612460266/u/0/f/647410/c/35028/s/41307f75/sc/4/a2.htm""><img src=""http://da.feedsportal.com/r/214612460266/u/0/f/647410/c/35028/s/41307f75/sc/4/a2.img"" border=""0""/></a><img width=""1"" height=""1"" src=""http://pi.feedsportal.com/r/214612460266/u/0/f/647410/c/35028/s/41307f75/sc/4/a2t.img"" border=""0""/><img src=""//feeds.feedburner.com/~r/Slashdot/slashdot/~4/i2mUvApiSLY"" height=""1"" width=""1"" alt=""""/>"
Apple DRM Lawsuit Might Be Dismissed: Plaintiffs Didn't Own Affected iPods,http://rss.slashdot.org/~r/Slashdot/slashdot/~3/EwFn7TysUm8/story01.htm,"UnknowingFool writes The lawsuit involving Apple and iTunes DRM may be thrown out because the plaintiffs did not own the iPods for which they are suing. The lawsuit covers iPods for the time period between September of 2006 and March of 2009. When Apple checked the serial numbers of the iPods of the plaintiffs, it appears they were not manufactured during this time. One plaintiff did purchase an iPod in 2005 and in 2010 and has withdrawn from the suit. The second plaintiff's iPod was manufactured in July 2009 but claims purchasing another iPod in 2008. Since the two plaintiffs were the only ones in the suit, the case may be dismissed for lack of standing.<p><div class=""share_submission"" style=""position:relative;""> <a class=""slashpop"" href=""http://twitter.com/home?status=Apple+DRM+Lawsuit+Might+Be+Dismissed%3A+Plaintiffs+Didn't+Own+Affected+iPods%3A+http%3A%2F%2Fbit.ly%2F1vxwlPM""><img src=""http://a.fsdn.com/sd/twitter_icon_large.png""></a> <a class=""slashpop"" href=""http://www.facebook.com/sharer.php?u=http%3A%2F%2Fapple.slashdot.org%2Fstory%2F14%2F12%2F05%2F2355254%2Fapple-drm-lawsuit-might-be-dismissed-plaintiffs-didnt-own-affected-ipods%3Futm_source%3Dslashdot%26utm_medium%3Dfacebook""><img src=""http://a.fsdn.com/sd/facebook_icon_large.png""></a> <a class=""nobg"" href=""http://plus.google.com/share?url=http://apple.slashdot.org/story/14/12/05/2355254/apple-drm-lawsuit-might-be-dismissed-plaintiffs-didnt-own-affected-ipods?utm_source=slashdot&amp;utm_medium=googleplus"" onclick=""javascript:window.open(this.href,'', 'menubar=no,toolbar=no,resizable=yes,scrollbars=yes,height=600,width=600');return false;""><img src=""http://www.gstatic.com/images/icons/gplus-16.png"" alt=""Share on Google+""/></a> </div></p><p><a href=""http://apple.slashdot.org/story/14/12/05/2355254/apple-drm-lawsuit-might-be-dismissed-plaintiffs-didnt-own-affected-ipods?utm_source=rss1.0moreanon&amp;utm_medium=feed"">Read more of this story</a> at Slashdot.</p><iframe src=""http://slashdot.org/slashdot-it.pl?op=discuss&amp;id=6306067&amp;smallembed=1"" style=""height: 300px; width: 100%; border: none;""></iframe><img width='1' height='1' src='http://slashdot.feedsportal.com/c/35028/f/647410/s/412bb4bb/sc/15/mf.gif' border='0'/><br clear='all'/><br/><br/><a href=""http://da.feedsportal.com/r/214612462507/u/0/f/647410/c/35028/s/412bb4bb/sc/15/rc/1/rc.htm"" rel=""nofollow""><img src=""http://da.feedsportal.com/r/214612462507/u/0/f/647410/c/35028/s/412bb4bb/sc/15/rc/1/rc.img"" border=""0""/></a><br/><a href=""http://da.feedsportal.com/r/214612462507/u/0/f/647410/c/35028/s/412bb4bb/sc/15/rc/2/rc.htm"" rel=""nofollow""><img src=""http://da.feedsportal.com/r/214612462507/u/0/f/647410/c/35028/s/412bb4bb/sc/15/rc/2/rc.img"" border=""0""/></a><br/><a href=""http://da.feedsportal.com/r/214612462507/u/0/f/647410/c/35028/s/412bb4bb/sc/15/rc/3/rc.htm"" rel=""nofollow""><img src=""http://da.feedsportal.com/r/214612462507/u/0/f/647410/c/35028/s/412bb4bb/sc/15/rc/3/rc.img"" border=""0""/></a><br/><br/><a href=""http://da.feedsportal.com/r/214612462507/u/0/f/647410/c/35028/s/412bb4bb/sc/15/a2.htm""><img src=""http://da.feedsportal.com/r/214612462507/u/0/f/647410/c/35028/s/412bb4bb/sc/15/a2.img"" border=""0""/></a><img width=""1"" height=""1"" src=""http://pi.feedsportal.com/r/214612462507/u/0/f/647410/c/35028/s/412bb4bb/sc/15/a2t.img"" border=""0""/><img src=""//feeds.feedburner.com/~r/Slashdot/slashdot/~4/EwFn7TysUm8"" height=""1"" width=""1"" alt=""""/>"
Ask Slashdot: Paying For Linux Support vs. Rolling Your Own?,http://rss.slashdot.org/~r/Slashdot/slashdot/~3/3o95bKoHR3I/story01.htm,"schmaustech writes: A lot of businesses pay for Linux support. But at what point does that stop being worth the money? When would a company be better served by setting up their own internal support? When does it make sense for them to write their own patches, which could be submitted back to the community? The inherit risk is that the organization is accountable and accepts the risks if a major bug is encountered within any of the open source applications they are using. What's your perspective on this, and how many major corporations are taking this approach?<p><div class=""share_submission"" style=""position:relative;""> <a class=""slashpop"" href=""http://twitter.com/home?status=Ask+Slashdot%3A++Paying+For+Linux+Support+vs.+Rolling+Your+Own%3F%3A+http%3A%2F%2Fbit.ly%2F1Ig5IE7""><img src=""http://a.fsdn.com/sd/twitter_icon_large.png""></a> <a class=""slashpop"" href=""http://www.facebook.com/sharer.php?u=http%3A%2F%2Fask.slashdot.org%2Fstory%2F14%2F12%2F06%2F1924228%2Fask-slashdot-paying-for-linux-support-vs-rolling-your-own%3Futm_source%3Dslashdot%26utm_medium%3Dfacebook""><img src=""http://a.fsdn.com/sd/facebook_icon_large.png""></a> <a class=""nobg"" href=""http://plus.google.com/share?url=http://ask.slashdot.org/story/14/12/06/1924228/ask-slashdot-paying-for-linux-support-vs-rolling-your-own?utm_source=slashdot&amp;utm_medium=googleplus"" onclick=""javascript:window.open(this.href,'', 'menubar=no,toolbar=no,resizable=yes,scrollbars=yes,height=600,width=600');return false;""><img src=""http://www.gstatic.com/images/icons/gplus-16.png"" alt=""Share on Google+""/></a> </div></p><p><a href=""http://ask.slashdot.org/story/14/12/06/1924228/ask-slashdot-paying-for-linux-support-vs-rolling-your-own?utm_source=rss1.0moreanon&amp;utm_medium=feed"">Read more of this story</a> at Slashdot.</p><iframe src=""http://slashdot.org/slashdot-it.pl?op=discuss&amp;id=6315237&amp;smallembed=1"" style=""height: 300px; width: 100%; border: none;""></iframe><img width='1' height='1' src='http://slashdot.feedsportal.com/c/35028/f/647410/s/412feabd/sc/4/mf.gif' border='0'/><br clear='all'/><br/><br/><a href=""http://da.feedsportal.com/r/214612480120/u/0/f/647410/c/35028/s/412feabd/sc/4/rc/1/rc.htm"" rel=""nofollow""><img src=""http://da.feedsportal.com/r/214612480120/u/0/f/647410/c/35028/s/412feabd/sc/4/rc/1/rc.img"" border=""0""/></a><br/><a href=""http://da.feedsportal.com/r/214612480120/u/0/f/647410/c/35028/s/412feabd/sc/4/rc/2/rc.htm"" rel=""nofollow""><img src=""http://da.feedsportal.com/r/214612480120/u/0/f/647410/c/35028/s/412feabd/sc/4/rc/2/rc.img"" border=""0""/></a><br/><a href=""http://da.feedsportal.com/r/214612480120/u/0/f/647410/c/35028/s/412feabd/sc/4/rc/3/rc.htm"" rel=""nofollow""><img src=""http://da.feedsportal.com/r/214612480120/u/0/f/647410/c/35028/s/412feabd/sc/4/rc/3/rc.img"" border=""0""/></a><br/><br/><a href=""http://da.feedsportal.com/r/214612480120/u/0/f/647410/c/35028/s/412feabd/sc/4/a2.htm""><img src=""http://da.feedsportal.com/r/214612480120/u/0/f/647410/c/35028/s/412feabd/sc/4/a2.img"" border=""0""/></a><img width=""1"" height=""1"" src=""http://pi.feedsportal.com/r/214612480120/u/0/f/647410/c/35028/s/412feabd/sc/4/a2t.img"" border=""0""/><img src=""//feeds.feedburner.com/~r/Slashdot/slashdot/~4/3o95bKoHR3I"" height=""1"" width=""1"" alt=""""/>"
British 'Porn Filter' Blocks Access To Chaos Computer Club,http://rss.slashdot.org/~r/Slashdot/slashdot/~3/Tub82zV4ozM/story01.htm,"An anonymous reader tips news that the Chaos Computer Club's website was inaccessible for many internet users in the UK after being blocked by the filter set up to block porn sites. Additionally, Vodafone users are unable to access the ticket site to this year's Chaos Commuication Conference. In a post on its website, the CCC said, ""Internet filters simply do not work, but leaving technical limitation aside, the CCC's example shows that unsolicited overblocking, meaning wrongly classified websites, is a common phenomenon in large censorship infrastructures. However, it may very well be that the CCC is considered 'extremist' judged by British standards of freedom of speech."" CCC spokesperson Dirk Engling added, ""We see this as proof that censorship infrastructure &ndash; no matter for which reasons it was set up, and no matter which country you are in &ndash; will always be abused for political reasons.""<p><div class=""share_submission"" style=""position:relative;""> <a class=""slashpop"" href=""http://twitter.com/home?status=British+'Porn+Filter'+Blocks+Access+To+Chaos+Computer+Club%3A+http%3A%2F%2Fbit.ly%2F12OJ7OP""><img src=""http://a.fsdn.com/sd/twitter_icon_large.png""></a> <a class=""slashpop"" href=""http://www.facebook.com/sharer.php?u=http%3A%2F%2Fyro.slashdot.org%2Fstory%2F14%2F12%2F06%2F2011259%2Fbritish-porn-filter-blocks-access-to-chaos-computer-club%3Futm_source%3Dslashdot%26utm_medium%3Dfacebook""><img src=""http://a.fsdn.com/sd/facebook_icon_large.png""></a> <a class=""nobg"" href=""http://plus.google.com/share?url=http://yro.slashdot.org/story/14/12/06/2011259/british-porn-filter-blocks-access-to-chaos-computer-club?utm_source=slashdot&amp;utm_medium=googleplus"" onclick=""javascript:window.open(this.href,'', 'menubar=no,toolbar=no,resizable=yes,scrollbars=yes,height=600,width=600');return false;""><img src=""http://www.gstatic.com/images/icons/gplus-16.png"" alt=""Share on Google+""/></a> </div></p><p><a href=""http://yro.slashdot.org/story/14/12/06/2011259/british-porn-filter-blocks-access-to-chaos-computer-club?utm_source=rss1.0moreanon&amp;utm_medium=feed"">Read more of this story</a> at Slashdot.</p><iframe src=""http://slashdot.org/slashdot-it.pl?op=discuss&amp;id=6315537&amp;smallembed=1"" style=""height: 300px; width: 100%; border: none;""></iframe><img width='1' height='1' src='http://slashdot.feedsportal.com/c/35028/f/647410/s/4130654c/sc/4/mf.gif' border='0'/><br clear='all'/><br/><br/><a href=""http://da.feedsportal.com/r/214612481998/u/0/f/647410/c/35028/s/4130654c/sc/4/rc/1/rc.htm"" rel=""nofollow""><img src=""http://da.feedsportal.com/r/214612481998/u/0/f/647410/c/35028/s/4130654c/sc/4/rc/1/rc.img"" border=""0""/></a><br/><a href=""http://da.feedsportal.com/r/214612481998/u/0/f/647410/c/35028/s/4130654c/sc/4/rc/2/rc.htm"" rel=""nofollow""><img src=""http://da.feedsportal.com/r/214612481998/u/0/f/647410/c/35028/s/4130654c/sc/4/rc/2/rc.img"" border=""0""/></a><br/><a href=""http://da.feedsportal.com/r/214612481998/u/0/f/647410/c/35028/s/4130654c/sc/4/rc/3/rc.htm"" rel=""nofollow""><img src=""http://da.feedsportal.com/r/214612481998/u/0/f/647410/c/35028/s/4130654c/sc/4/rc/3/rc.img"" border=""0""/></a><br/><br/><a href=""http://da.feedsportal.com/r/214612481998/u/0/f/647410/c/35028/s/4130654c/sc/4/a2.htm""><img src=""http://da.feedsportal.com/r/214612481998/u/0/f/647410/c/35028/s/4130654c/sc/4/a2.img"" border=""0""/></a><img width=""1"" height=""1"" src=""http://pi.feedsportal.com/r/214612481998/u/0/f/647410/c/35028/s/4130654c/sc/4/a2t.img"" border=""0""/><img src=""//feeds.feedburner.com/~r/Slashdot/slashdot/~4/Tub82zV4ozM"" height=""1"" width=""1"" alt=""""/>"
Canada's position on climate change is an embarrassment (climateark),http://news.feedzilla.com/en_us/stories/science/409465251?client_source=api&format=json,"Montreal Gazette: As Canadians, we pride ourselves on transparency,
accountability and compassion -- values that Stephen Harper campaigned on when
running for prime minister in 2006. And yet, the actions of the Canadian
government this week at the United Nations Climate Change negotiations in Peru
represent the most shocking shift in Canada’s values since this government
took office. Our government is backing out of commitments, blocking binding
agreements and promoting tarsands expansion as if its extraction and...

"
Chinese Government Moves To Crack Down On Puns,http://rss.slashdot.org/~r/Slashdot/slashdot/~3/Z_MUtIENQE4/story01.htm,"FreedomFirstThenPeac (1235064) writes ""A story in The Guardian tells us that in an Orwellian move to legislate language, the Chinese government is attempting to stop the use of puns because they are disruptive and may lead to chaos (not the mathematical kind) and as such are unsuitable for use. However, Chinese is rife with puns, with this example quoted in the story: ""When couples marry, people will give them dates and peanuts &ndash; a reference to the wish Zaosheng guizi or 'May you soon give birth to a son.' The word for dates is also zao and peanuts are huasheng."" The powerful date and peanut lobbies are up in arms, claiming that such a ban will cost them more than peanuts. Their claim? ""If you outlaw puns. Only criminals will have puns.""<p><div class=""share_submission"" style=""position:relative;""> <a class=""slashpop"" href=""http://twitter.com/home?status=Chinese+Government+Moves+To+Crack+Down+On+Puns%3A+http%3A%2F%2Fbit.ly%2F1zwHFL1""><img src=""http://a.fsdn.com/sd/twitter_icon_large.png""></a> <a class=""slashpop"" href=""http://www.facebook.com/sharer.php?u=http%3A%2F%2Fyro.slashdot.org%2Fstory%2F14%2F12%2F06%2F0026204%2Fchinese-government-moves-to-crack-down-on-puns%3Futm_source%3Dslashdot%26utm_medium%3Dfacebook""><img src=""http://a.fsdn.com/sd/facebook_icon_large.png""></a> <a class=""nobg"" href=""http://plus.google.com/share?url=http://yro.slashdot.org/story/14/12/06/0026204/chinese-government-moves-to-crack-down-on-puns?utm_source=slashdot&amp;utm_medium=googleplus"" onclick=""javascript:window.open(this.href,'', 'menubar=no,toolbar=no,resizable=yes,scrollbars=yes,height=600,width=600');return false;""><img src=""http://www.gstatic.com/images/icons/gplus-16.png"" alt=""Share on Google+""/></a> </div></p><p><a href=""http://yro.slashdot.org/story/14/12/06/0026204/chinese-government-moves-to-crack-down-on-puns?utm_source=rss1.0moreanon&amp;utm_medium=feed"">Read more of this story</a> at Slashdot.</p><iframe src=""http://slashdot.org/slashdot-it.pl?op=discuss&amp;id=6306103&amp;smallembed=1"" style=""height: 300px; width: 100%; border: none;""></iframe><img width='1' height='1' src='http://slashdot.feedsportal.com/c/35028/f/647410/s/412b878c/sc/30/mf.gif' border='0'/><br clear='all'/><br/><br/><a href=""http://da.feedsportal.com/r/214612456006/u/0/f/647410/c/35028/s/412b878c/sc/30/rc/1/rc.htm"" rel=""nofollow""><img src=""http://da.feedsportal.com/r/214612456006/u/0/f/647410/c/35028/s/412b878c/sc/30/rc/1/rc.img"" border=""0""/></a><br/><a href=""http://da.feedsportal.com/r/214612456006/u/0/f/647410/c/35028/s/412b878c/sc/30/rc/2/rc.htm"" rel=""nofollow""><img src=""http://da.feedsportal.com/r/214612456006/u/0/f/647410/c/35028/s/412b878c/sc/30/rc/2/rc.img"" border=""0""/></a><br/><a href=""http://da.feedsportal.com/r/214612456006/u/0/f/647410/c/35028/s/412b878c/sc/30/rc/3/rc.htm"" rel=""nofollow""><img src=""http://da.feedsportal.com/r/214612456006/u/0/f/647410/c/35028/s/412b878c/sc/30/rc/3/rc.img"" border=""0""/></a><br/><br/><a href=""http://da.feedsportal.com/r/214612456006/u/0/f/647410/c/35028/s/412b878c/sc/30/a2.htm""><img src=""http://da.feedsportal.com/r/214612456006/u/0/f/647410/c/35028/s/412b878c/sc/30/a2.img"" border=""0""/></a><img width=""1"" height=""1"" src=""http://pi.feedsportal.com/r/214612456006/u/0/f/647410/c/35028/s/412b878c/sc/30/a2t.img"" border=""0""/><img src=""//feeds.feedburner.com/~r/Slashdot/slashdot/~4/Z_MUtIENQE4"" height=""1"" width=""1"" alt=""""/>"
